"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)"
"386",13," Teve utca 18.",68,3,NA,210000,"new","high","AA++",7,9,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","panorama",NA,"Yes","No",NA,"must rent","2016","14",20000
"387",16," Felsomalom utca 19-21.",50,2,NA,170000,"like new","high",NA,NA,3,NA,"less than 3","No","Partially",NA,"immediately","1 év","garden","Yes","Yes","No","No","included","2001-2010 ","14",NA
"388",14," Dorozsmai utca",67,2,1,190000,"like new",NA,NA,1,6,"Yes","less than 3","Yes","Yes",50000,"not immediately","1 év","garden","No","Yes","No","No","street","2001-2010 ","9",NA
"389",3," Kolostor út 6.",69,2,NA,150000,"renovated","high",NA,3,3,"No","less than 3","Yes","Yes",45000,"immediately","3 hónap","garden","No","Yes","Yes","No","street","2001-2010 ","15",NA
"390",13," Madarász Viktor utca 13.",44,1,1,150000,"like new","high","CC",3,6,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","garden",NA,"Yes","No","No","street","2001-2010 ","6",NA
"391",13," Hollán Erno utca",65,2,NA,320000,"renovated","very high","AA+",7,7,"Yes","less than 3","Yes","Yes",20,"immediately","1 év","panorama","No","Yes","Yes",NA,"included","2019","60",NA
"392",7," Garay utca",34,1,NA,120000,"renovated",NA,NA,NA,NA,NA,NA,NA,"Partially",NA,"immediately","1 év","yard",NA,"Yes","No","No",NA,NA,NA,NA
"393",8," Rákóczi tér",31,1,1,120000,"renovated","luxury","AA+",NA,6,"Yes",NA,NA,"Yes",20000,"immediately","1 év",NA,"Yes",NA,"No","No",NA,NA,NA,NA
"394",12," Csiga út",71,2,NA,180000,"renovated","very high",NA,NA,3,"No",NA,NA,"By arrangement",NA,"immediately","nincs","garden","Yes","Yes","Yes","No","included","1981-2000 ","40",NA
"395",16," Hunyadvár utca",58,2,NA,120000,"good","high",NA,2,4,"No","less than 3","No",NA,10150,"immediately","1 év","garden",NA,"Yes",NA,"No","included","1981-2000 ","3",NA
"396",2," Rómer Flóris utca",35,1,1,150000,"renovated","high",NA,NA,4,"No","3 or more","Yes","Yes",9500,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA
"397",11," Baranyai utca",65,3,NA,239000,"renovated","high",NA,2,7,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"398",13," Visegrádi utca 5.",45,2,NA,150000,"good","high",NA,3,4,"Yes",NA,NA,"Partially",19,"immediately","1 év","street",NA,"Yes","Yes","No","street",NA,"6",NA
"399",2," Frankel Leó út",41,1,1,140000,NA,NA,NA,3,3,"No","3 or more","No","By arrangement",30000,"immediately","1 év",NA,"No","Yes","No","No","street","1950 elott",NA,NA
"400",15," Zsókavár utca",40,1,1,115000,"good","high",NA,9,10,"Yes",NA,"No","Yes",8500,NA,"nincs","panorama",NA,"Yes","No","No","street",NA,"3",NA
"401",11," Kondorosi út",35,1,1,140000,"new","high","AA+",6,7,"Yes","less than 3","Yes","Yes",16000,"immediately","1 év","yard","Yes","Yes","No","No","street","2001-2010 ","12",NA
"402",11," Bartók Béla út 48.",33,1,1,132000,"renovated","high","EE",2,8,"Yes","less than 3","No",NA,15000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"403",13," Váci út 86.",37,1,NA,130000,"renovated","high",NA,2,5,"Yes",NA,"Yes","Yes",10000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"404",11," Sáfrány utca 10.",38,1,1,140000,"good","high","CC",0.5,2,"No","less than 3","No","Yes",20000,"not immediately","1 év",NA,"Yes","Yes",NA,"No","street","1981-2000 ","24",NA
"405",2," Káplár utca 5.",43,1,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",17," Hegyalatti utca",54,2,1,149000,"like new",NA,NA,3,3,NA,NA,"Yes","Yes",15000,"immediately","1 év","panorama",NA,"Yes","No","No","included","2001-2010 ","4",NA
"407",13," Kresz Géza utca 21.",58,2,NA,150000,"renovated","high",NA,4,4,"Yes","3 or more","Yes","Yes",44000,"immediately","1 év","yard","No",NA,NA,"No","street",NA,NA,NA
"408",6," Rippl-Rónai utca 2.",26,1,NA,185000,"new","luxury",NA,4,NA,"Yes","3 or more","Yes","Yes",80000,"immediately","1 év",NA,"No","Yes","No","No","street",NA,"2",NA
"409",11," Bártfai utca",44,2,NA,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",11," Bartók Béla út 39.",65,2,NA,170000,"renovated","high",NA,5,5,"Yes","less than 3","Yes","Yes",15000,"immediately","1 év",NA,"No","Yes","No","No","street",NA,NA,NA
"411",14," Locsei út 14.",50,2,NA,140000,"like new","high",NA,2,4,"Yes","less than 3","No","Yes",30000,"immediately","1 év","street","No","Yes","Yes","Yes","street","2011","6",NA
"412",1," Krisztina körút",33,1,NA,130000,"like new",NA,NA,1,NA,"Yes",NA,NA,"Yes",NA,"immediately","nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",5," Váci utca",88,3,NA,350000,"renovated","very high",NA,3,4,"Yes","3 or more","Yes","Yes",50000,"immediately","10 hónap","street","No","Yes","Yes","No","street","1950 elott","2",NA
"414",13," Nyugati tér 4.",54,1,1,150000,"good","high","C",2,4,"Yes","3 or more","No","Yes",NA,"immediately","1 év","yard","No","Yes",NA,"No","street",NA,NA,NA
"415",3," Hévízi út 6.",32,1,NA,125000,"like new","high","A",1,3,"No","less than 3","Yes","Partially",15000,NA,"1 év","panorama","Yes","No","No","No","included","1981-2000 ","2",NA
"416",4," Rózsa utca",53,2,NA,130000,"renovated","high",NA,6,10,"Yes","less than 3","Yes","Yes",40000,"immediately","1 év","street","No","Yes","Yes","No","street",NA,"4",NA
"417",6," Dessewffy utca",31,2,1,160000,"renovated","high","AA+",1,4,"Yes","3 or more","No","Yes",20000,"immediately","1 év","yard","No","Yes",NA,NA,"street","1950-1980 ","8",NA
"418",8," Mária utca",44,1,NA,115000,"good","high",NA,3,5,"Yes","3 or more","No","Partially",16000,"immediately","1 év","yard","No","Yes","Yes","Yes","street","1950 elott",NA,NA
"419",18," Építo utca 34",54,2,NA,130000,"renovated","high",NA,1,4,"No","less than 3","No","Yes",30000,"immediately","1 év","garden","No","Yes","No","No","street","1950-1980 ","4",NA
"420",8," Reguly Antal utca",54,2,NA,160000,"good","high","F",NA,NA,"No","less than 3","No","By arrangement",20000,"not immediately","1 év","garden","Yes","Yes","Yes","No","street","1950 elott","15",NA
"421",8," Tolnai Lajos utca",51,2,NA,140000,"like new","high",NA,2,4,"No",NA,NA,"Yes",NA,"immediately","nincs","street",NA,NA,NA,NA,"included",NA,NA,NA
"422",14," Bácskai utca",35,1,NA,130000,"like new","high",NA,NA,4,"No","less than 3","No","Yes",18000,"not immediately","1 év","yard","Yes","Yes","No","No","street","2001-2010 ","8",NA
"423",11," Sasad",100,4,NA,365000,"renovated","high",NA,0.5,3,NA,NA,NA,"By arrangement",NA,"not immediately","1 év","garden",NA,"Yes",NA,NA,"must rent",NA,"16",25000
"424",14," Bácskai utca",62,2,1,150000,"renovated","high",NA,0.5,NA,"No","less than 3",NA,"Yes",30000,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA
"425",8," Kisfaludy utca",46,2,NA,140000,"new","high","AA+",NA,8,"Yes","less than 3","Yes","Yes",30000,"immediately","3 hónap","garden","No","Yes","No","No",NA,"2012",NA,NA
"426",5," Honvéd utca",44,1,1,130000,"renovated","high",NA,1,4,NA,"less than 3","Yes","Yes",30000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"427",13," Huba utca 16.",42,2,NA,150000,"like new",NA,NA,1,4,"Yes",NA,"Yes","Partially",NA,"immediately","1 év","street",NA,"Yes","No","No","can rent","2017","3",20000
"428",9," Mester utca",60,2,NA,170000,"renovated","high",NA,4,4,"Yes","3 or more","No","Yes",35000,"immediately","1 év","yard",NA,"Yes","No","No","street","1950 elott",NA,NA
"429",9," Középso-Ferencváros – Millenniumi városközpont",54,2,NA,198770,"like new","very high",NA,7,NA,"Yes",NA,"Yes","Yes",61000,"immediately","nincs","street",NA,"Yes",NA,NA,"included","2001-2010 ","7",NA
"430",11," Sasad",76,3,NA,380000,"new",NA,NA,2,NA,"Yes",NA,"Yes","No",NA,"immediately","1 év","garden","No","Yes","No","No","must rent","2021","12",30000
"431",9," Tinódi utca 1-3",60,1,NA,3e+05,"renovated","high",NA,1,5,"Yes","3 or more","No","By arrangement",25000,NA,"1 év","street","No","Yes",NA,NA,"can rent","2001-2010 ","2",35000
"432",8," Kisfaludy utca 18-20",60,3,NA,175000,"new","high","CC",5,6,"Yes","less than 3","Yes","Yes",45000,"immediately","6 hónap","garden",NA,"Yes","No","No","street","2014","5",NA
"433",6," Anker köz",49,1,NA,140000,"good","high",NA,2,4,"Yes","3 or more","No","Yes",NA,NA,NA,"panorama","No","Yes",NA,NA,NA,"1950 elott","11",NA
"434",9," Ráday utca",33,1,NA,125000,"renovated","high",NA,3,3,"No",NA,"Yes","Yes",10000,"immediately",NA,"yard",NA,"Yes","No",NA,"street",NA,NA,NA
"435",13," Pozsonyi út",68,2,NA,2e+05,"renovated",NA,NA,0.5,NA,NA,NA,NA,"Yes",NA,NA,"1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA
"436",7," Akácfa utca 32.",95,5,NA,240000,"renovated","high",NA,1,NA,"No","3 or more","Yes","Yes",90000,NA,"nincs","street","No","Yes","No","No",NA,NA,NA,NA
"437",7," Murányi utca 42.",29,1,NA,110000,"renovated",NA,NA,2,4,"No","3 or more",NA,"Yes",NA,"immediately","nincs",NA,NA,"Yes","Yes",NA,"street",NA,NA,NA
"438",9," Balázs Béla utca",52,2,NA,130000,"new","high","A",5,5,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","yard",NA,"Yes","No","No",NA,NA,NA,NA
"439",6," Szinyei Merse utca 14.",82,3,NA,175000,"like new","very high",NA,4,4,"Yes","less than 3","Yes","No",15400,"immediately","1 év","yard",NA,NA,"No","No","street",NA,NA,NA
"440",19," Corvin körút",34,1,NA,95000,"renovated",NA,NA,10,10,"Yes",NA,NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA
"441",9," Ráday utca",71,3,NA,722800,"new","high","CC",8,8,"Yes","less than 3","Yes","Partially",NA,NA,"1 év","panorama","No","Yes",NA,NA,"can rent","2021","30",150
"442",13," Katona József utca",55,2,NA,140000,"good","high",NA,3,6,"Yes",NA,NA,"Yes",23000,"immediately","1 év","yard","No","Yes","Yes","No","street","1950 elott",NA,NA
"443",9," Ülloi út 11-13",100,5,NA,250000,"renovated","very high",NA,3,NA,"Yes",NA,"Yes","Yes",80000,"immediately","nincs",NA,NA,"Yes","No","No",NA,NA,NA,NA
"444",14," Bartl János utca",74,3,NA,279000,"new","very high",NA,2,5,"Yes","less than 3",NA,"No",NA,"immediately","nincs","garden","No","Yes",NA,NA,NA,NA,"24",NA
"445",6," Vörösmarty utca",56,2,NA,150000,"renovated","high",NA,2,6,"Yes","3 or more","No","Partially",NA,"immediately","1 év","street",NA,"Yes","No","No","street","1950 elott",NA,NA
"446",9," Viola utca 4-6",36,1,NA,120000,"new","high",NA,2,5,"Yes","less than 3","No","Yes",NA,"immediately","1 év","garden",NA,"Yes","Yes","No","street","2001-2010 ","2",NA
"447",8," Dugonics utca 2.",39,2,NA,115000,"like new","high",NA,5,6,"Yes",NA,"No","Yes",12000,"immediately","1 év","street",NA,"Yes","No","No","can rent","2001-2010 ","2.5",15000
"448",2," Varsányi Irén utca",54,1,1,150000,"good","high",NA,2,7,"Yes","less than 3","No","Yes",25000,"immediately","1 év","street","No","Yes","No","No","included","1981-2000 ","4",NA
"449",2," Bogár utca",120,4,NA,360000,"renovated","very high",NA,2,2,"No",NA,"Yes","Partially",NA,"immediately","1 év","panorama","No","Yes","No","No",NA,NA,NA,NA
"450",13," Kassák Lajos utca 67.a.",64,1,2,245000,"new","high","AA",5,9,"Yes","less than 3","Yes","Partially",NA,"immediately","6 hónap","street","No","Yes","No","No","can rent","2020","12",20000
"451",11," Alíz utca 6.",35,1,NA,170000,"like new","high",NA,5,7,"Yes","less than 3","Yes","No",20000,"immediately","1 év","street",NA,"Yes","No","No","can rent","2019","10",25000
"452",9," Kinizsi utca 22.",90,5,NA,280000,"like new","high",NA,3,NA,"Yes","3 or more","Yes","Yes",90000,"immediately","nincs","street","No","Yes","No","No",NA,NA,NA,NA
"453",9," Liliom utca 46.",100,4,NA,260000,"renovated","high",NA,6,NA,"Yes","less than 3","Yes","Yes",90000,"immediately","nincs","panorama","No","Yes","No","No","included",NA,"5",NA
"454",13," Loportár utca",48,2,NA,160000,"new","very high",NA,6,7,"Yes","less than 3","Yes",NA,NA,"immediately","1 év","garden",NA,"Yes","No",NA,"must rent","2020","10",15000
"455",14," Bartl János utca",64,3,NA,249000,"new","very high","AA++",5,5,"Yes","less than 3","Yes","No",15000,"immediately","1 év","panorama","No","Yes",NA,NA,NA,"2021","16",NA
"456",5," Széchenyi utca 8.",65,3,NA,130000,"like new","high",NA,NA,NA,NA,"less than 3","No","Yes",60000,"immediately","nincs","street","No","Yes","No","No",NA,NA,NA,NA
"457",11," Bercsényi utca",44,2,NA,120000,"renovated","high",NA,5,6,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes","No","No",NA,NA,NA,NA
"458",11," Karcag utca",50,2,NA,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",5," Kecskeméti utca",50,2,NA,130000,"renovated","average",NA,4,5,"Yes","3 or more",NA,"Yes",10000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"460",5," Váci utca",36,2,NA,115000,"good","high",NA,3,4,"Yes","3 or more",NA,"Yes",20000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"461",1," Attila út",74,2,1,170000,"renovated","high",NA,0.5,5,"Yes","less than 3","No","Yes",40000,"immediately","1 év","garden","No","Yes","No","No","street",NA,"5",NA
"462",5," Henszlmann Imre utca 5.",72,1,1,178000,"like new","very high",NA,1,3,"No",NA,NA,"Yes",12000,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA
"463",1," Aladár utca",60,2,NA,180000,"like new","high","BB",5,6,"Yes","less than 3","Yes","By arrangement",NA,"immediately",NA,"street",NA,"Yes","No","No","must rent","1981-2000 ","4",30000
"464",2," Bem József utca",85,2,1,2e+05,"renovated","high",NA,1,5,"Yes","3 or more","Yes","Yes",50000,"immediately","1 év","street","No","Yes","No","No","street",NA,"7",NA
"465",7," Akácfa utca",48,1,1,140000,"like new","high","EE",7,8,"Yes","less than 3","Yes","Yes",17000,"immediately","1 év","yard","No","Yes","Yes","No","street","2001-2010 ","6",NA
"466",7," Akácfa utca",48,1,1,140000,"like new","high","EE",7,8,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","yard","No","Yes","Yes","No","street","2001-2010 ","6",NA
"467",7," István utca",55,2,NA,130000,"renovated","average",NA,3,4,"Yes",NA,"Yes","Partially",20000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"468",7," Szövetség utca",42,1,1,130000,"new","high",NA,NA,6,NA,NA,"Yes","Yes",25000,"immediately",NA,"garden","Yes","Yes","No",NA,NA,"2018",NA,NA
"469",13," Radnóti Miklós utca",70,3,NA,180000,"renovated","high",NA,1,4,"No","less than 3","Yes","Yes",25000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"470",7," Damjanich utca",40,1,1,130000,"renovated",NA,NA,1,3,NA,NA,NA,"No",15000,"immediately",NA,"street",NA,NA,"Yes",NA,NA,NA,NA,NA
"471",13," Szent László út",43,1,1,165000,"new","high","AA++",5,5,"Yes","less than 3","Yes","No",25000,"immediately","2 év","yard",NA,"Yes",NA,"No","included","2020","4",NA
"472",14," Zászlós utca",33,1,NA,1e+05,"renovated","high",NA,1,4,"No","less than 3","No","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"473",7," Sajó utca",70,2,1,160000,"new","very high",NA,5,6,"Yes","less than 3","No","Yes",30000,"immediately","1 év","street","No","Yes","No","No","must rent","2012",NA,20000
"474",9," Vendel utca",30,1,NA,105000,"like new","high","CC",2,5,"Yes","less than 3","Yes","Yes",17000,"immediately","1 év","garden","Yes","Yes","No","No","can rent","2001-2010 ","5",NA
"475",9," Ferenc körút",70,1,3,150000,"good","very high",NA,1,5,"Yes",NA,NA,"Yes",NA,NA,"nincs","street",NA,NA,NA,NA,"street",NA,NA,NA
"476",5," Mérleg utca",101,3,NA,210000,"renovated","very high",NA,4,5,"Yes",NA,"Yes","No",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,"3",NA
"477",13," Tatai utca",75,1,2,235000,"new","high",NA,4,5,"Yes","less than 3","Yes","By arrangement",NA,"immediately","1 év","yard","No","Yes","No","No","included","2019","12.8",NA
"478",2," Keleti Károly utca",52,2,NA,150000,"good","high",NA,1,4,"No",NA,"No","No",20000,"immediately","1 év","garden",NA,"Yes","No","No","street",NA,NA,NA
"479",2," Rézmál",63,2,NA,450000,"new",NA,NA,NA,4,"Yes",NA,"Yes","Yes",30000,"immediately","1 év","panorama","Yes","Yes","No","No","can rent","2017","30",30000
"480",2," Endrodi Sándor utca",55,2,NA,240000,"renovated",NA,NA,2,4,"No",NA,"Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes",NA,"No","street",NA,"7",NA
"481",3," Nánási út",55,2,NA,2e+05,"like new",NA,NA,2,NA,"Yes",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"482",11," Pálinkás Antal utca",33,1,NA,145000,"new","high","CC",1,4,"Yes","less than 3","No","Yes",15000,"immediately","1 év","street","No","Yes","Yes",NA,"street","2020","7",NA
"483",13," Tutaj utca",66,2,1,180000,"like new","very high",NA,3,8,"Yes","less than 3","Yes","No",NA,"immediately","1 év","street",NA,"Yes",NA,NA,"can rent","2001-2010 ",NA,NA
"484",14," Rákosfalva park",37,1,NA,110000,"good","high",NA,2,NA,"Yes","less than 3","No","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ",NA,NA
"485",13," Csanády utca",86,3,NA,190000,"renovated","very high",NA,1,5,"Yes","3 or more","No","Yes",30000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"486",13," Babér utca 13.",54,3,NA,190000,"like new","high",NA,6,NA,"Yes",NA,"Yes","No",NA,"immediately","1 év",NA,NA,NA,"No",NA,"must rent",NA,"6",NA
"487",7," Belso-Erzsébetváros",56,2,NA,145000,"renovated",NA,NA,3,NA,"Yes","3 or more",NA,"Yes",NA,NA,"6 hónap","street",NA,NA,NA,NA,NA,"1950 elott",NA,NA
"488",13," Kartács utca",49,2,NA,160000,"like new","high",NA,2,6,"Yes","less than 3",NA,"Partially",35000,"immediately","1 év","garden","No","Yes","No","No","can rent","2017","8",10000
"489",9," Ferenc körút",36,1,1,180700,"like new","high",NA,2,5,"No","3 or more","Yes","Yes",25000,"immediately","1 év","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"490",8," Fecske utca",50,2,NA,1e+05,"good","high",NA,3,5,NA,"3 or more","No","Yes",14000,"immediately","1 év","yard","No","Yes","No","No",NA,NA,NA,NA
"491",9," Thaly Kálmán utca",34,1,1,135000,"like new","high",NA,1,5,"Yes","less than 3","Yes","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street","2001-2010 ","5",NA
"492",11," Nádorliget utca",54,2,NA,175000,"new","high",NA,1,6,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","garden","No","Yes","No","No","must rent","2001-2010 ","12",25000
"493",20," Baross utca",43,1,1,130000,"renovated","high",NA,NA,3,NA,"less than 3",NA,"Yes",NA,"immediately","2 év","street",NA,"Yes",NA,NA,"included","1950-1980 ","4",NA
"494",3," Kunigunda útja",38,2,NA,140000,"new","high","AA++",2,4,"Yes","less than 3","Yes","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street","2020",NA,NA
"495",3," Szentendrei út",51,1,1,139000,"renovated","high",NA,6,NA,"Yes","less than 3","Yes","No",20000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ","8",NA
"496",12," Dolgos utca",93,4,NA,650520,"like new","very high",NA,1,5,"Yes","less than 3","Yes","Yes",60000,"not immediately","1 év","panorama",NA,"Yes",NA,NA,"included","2001-2010 ",NA,NA
"497",12," Böszörményi út",45,1,1,130000,"renovated","high","AA+",0.5,5,"Yes","less than 3","No","By arrangement",20000,"immediately","1 év","street","No","Yes","No","No","can rent","1950 elott",NA,NA
"498",13," Teve utca 18.",68,3,NA,2e+05,"new","high",NA,3,NA,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street",NA,"Yes",NA,NA,"can rent","2018","14",NA
"499",7," Erzsébet körút",63,3,NA,180000,"renovated","high",NA,2,3,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"500",2," Rózsadomb",50,2,NA,2e+05,"renovated","high",NA,1,NA,NA,NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes","No","No","included","1950-1980 ","6.65",NA
"501",13," Teve utca 18.",46,2,NA,140000,"new","high",NA,5,NA,"Yes",NA,NA,"No",NA,"immediately",NA,NA,NA,"Yes","No",NA,"must rent","2018","2",NA
"502",8," Corvin köz",50,2,NA,145000,"renovated","high",NA,2,6,"Yes","less than 3","Yes","By arrangement",20000,"immediately","1 év","yard","No","Yes","No","No","street","2001-2010 ",NA,NA
"503",9," Dandár utca",55,2,NA,140000,"new","high","AA+",5,6,"Yes","less than 3",NA,"Yes",19000,"immediately","1 év","garden",NA,"Yes","No","No","included",NA,"7",25000
"504",9," Sobieski János utca",31,1,NA,127000,"new","high","AA++",1,6,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No",NA,"2017","2.5",NA
"505",3," Rómaifürdo – Pók utcai lakótelep",51,3,NA,150000,"renovated","high",NA,8,10,"Yes",NA,"Yes","Partially",50000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,"4",NA
"506",11," Sasad",70,1,2,359300,"new","very high","AA+",6,NA,"Yes","less than 3","Yes",NA,NA,NA,"nincs","garden",NA,NA,NA,NA,NA,"2020","13",NA
"507",2," Buday László utca",30,1,NA,126490,"good","high",NA,2,3,"Yes","less than 3","No","Yes",NA,"immediately","1 év","panorama",NA,"Yes","No","No",NA,NA,NA,NA
"508",13," Üteg utca",56,1,2,145000,"renovated","high",NA,6,10,"Yes",NA,"Yes","No",30000,"immediately","1 év",NA,NA,"No","No",NA,"can rent",NA,"4",20000
"509",13," Tutaj utca",66,1,2,180000,"like new","very high",NA,3,8,"Yes",NA,"Yes","Partially",10000,"immediately",NA,"street","No","Yes","No",NA,"included","2001-2010 ",NA,NA
"510",13," Sólyatér utca",52,2,NA,150000,"new","high",NA,3,7,"Yes","less than 3","Yes",NA,NA,"immediately","1 év","garden","No","Yes","No",NA,"can rent","2001-2010 ","3",NA
"511",11," Csurgói út 30.",76,3,NA,285000,"new","luxury",NA,1,5,"Yes","less than 3","Yes","Yes",NA,"not immediately","1 év","street","No","Yes",NA,"No","can rent","2001-2010 ","15",16000
"512",21," II. Rákóczi Ferenc út 107-115",70,2,1,2e+05,"like new","very high",NA,5,8,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","garden","No","Yes","No","No","can rent","2015","12",NA
"513",10," Tavas utca",53,1,2,2e+05,"new",NA,NA,NA,7,"Yes","less than 3","Yes","Partially",30000,"immediately","1 év","garden","Yes","Yes","No","No","street","2001-2010 ","20",NA
"514",14," Zsivora park 2-4",46,1,1,130000,"renovated","high","FF",7,10,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","panorama","No","Yes","Yes","Yes","street","1950-1980 ",NA,NA
"515",6," Szinyei Merse utca 3.",47,2,NA,140000,"renovated","high",NA,3,3,"No","3 or more","Yes","No",NA,"immediately","nincs","street","No","Yes","Yes","Yes","street","1950 elott",NA,NA
"516",11," Kanizsai utca 41.",75,1,1,165000,"good","high",NA,1,4,"No","3 or more","No","Partially",40000,"immediately","1 év","street","No","Yes","Yes","No","street","1950 elott","5",NA
"517",8," Illés utca 28-30b",53,2,NA,140000,"new","high",NA,5,7,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","yard","No","Yes","Yes","No","street","2001-2010 ","7",NA
"518",13," Röppentyu utca",45,1,1,170000,"like new","high",NA,4,10,"Yes","less than 3","Yes","Yes",25000,"immediately","1 év","street",NA,"Yes","No","No","street","2001-2010 ","7",NA
"519",11," Napkelte utca",50,2,NA,230000,"new","high",NA,5,5,"Yes",NA,"Yes",NA,NA,"immediately","1 év","panorama","No","Yes",NA,"No","can rent","2020","6",30000
"520",11," Bocskai út 1.",48,1,1,220000,"renovated","high",NA,3,6,"Yes","less than 3","Yes","Yes",NA,"immediately","2 év","street","No","Yes","No","No","street","1950 elott","2",NA
"521",12," Márvány utca",36,1,NA,135000,"renovated","high",NA,4,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","No","No","street",NA,NA,NA
"522",6," Káldy Gyula utca 3.",50,2,NA,240000,"new","luxury","AA+",3,8,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes","No","No","can rent","2001-2010 ","3",NA
"523",17," Jászivány utca",76,3,NA,170000,NA,NA,NA,NA,NA,"No",NA,"Yes","No",NA,NA,"1 év",NA,NA,NA,"No","No","street",NA,"4",NA
"524",7," Dohány utca 30b",59,2,NA,170000,"good","high",NA,1,5,"Yes","less than 3","Yes","No",50000,"not immediately","1 év",NA,NA,"Yes","No","No","street","1950 elott","2",NA
"525",15," Nyírpalota út 57.",53,2,NA,130000,"renovated","average",NA,3,10,"Yes",NA,"Yes","No",NA,"immediately","1 év","street","No","Yes","Yes","No","street",NA,NA,NA
"526",15," Pázmány Péter utca 10.",79,3,NA,230000,"renovated","high",NA,1,3,"Yes","less than 3","Yes","Partially",28000,"immediately","nincs","street","No","Yes","Yes","No","included","2001-2010 ","6",NA
"527",10," Mádi utca 165.",60,2,1,135000,"renovated","high","DD",9,NA,"Yes","less than 3","No","Yes",NA,"immediately","6 hónap","panorama","No","Yes","No","No","street","1981-2000 ","5",NA
"528",2," Rómer Flóris utca",104,4,NA,450000,"like new","luxury",NA,NA,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,"street","1950 elott","8",NA
"529",13," Lehel utca 74-76.",43,1,1,135000,"like new","high",NA,4,7,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","yard","No",NA,"No","No",NA,"2001-2010 ","5",NA
"530",9," Mester utca",35,1,1,140000,"new","high",NA,NA,8,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street",NA,"Yes",NA,NA,NA,NA,"8",NA
"531",20," Pacsirta utca 157",56,2,1,150000,"good",NA,NA,4,9,"Yes",NA,NA,NA,NA,"not immediately","1 év","street",NA,"Yes","Yes",NA,"street",NA,NA,NA
