"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)"
"532",9," Tuzoltó utca",44,1,1,140000,"like new","high","CC",2,NA,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","street","No","Yes","Yes",NA,"street","2001-2010 ","1",NA
"533",11," Muskotály utca",61,3,NA,250000,"renovated","luxury",NA,1,2,NA,"3 or more","Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes","No","No",NA,NA,"7",NA
"534",13," Klapka utca 4-6.",38,1,1,180000,"new","high",NA,1,7,"Yes","less than 3","Yes","No",25000,"immediately","1 év","garden","Yes","Yes","No","No","street","2020","32",NA
"535",9," Vámház körút",76,3,NA,220000,"renovated","high",NA,1,4,"No","3 or more","Yes","Yes",50000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott","3",NA
"536",13," Béke tér 6.",36,1,1,150000,"renovated",NA,NA,2,10,"Yes","less than 3","Yes","Yes",20000,"immediately","nincs",NA,NA,"Yes",NA,"No","street","1981-2000 ",NA,NA
"537",4," Liszt Ferenc utca",65,2,NA,150000,"like new","high",NA,2,NA,"No","less than 3",NA,NA,NA,NA,"1 év","garden",NA,NA,"No","No","included",NA,"7",NA
"538",8," Práter utca",95,3,NA,160000,"good","high",NA,2,NA,"No","3 or more",NA,NA,NA,NA,"1 év","street",NA,"Yes","No","No",NA,NA,NA,NA
"539",11," Nádorliget utca",48,2,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA
"540",7," Százház utca 29-37",32,1,NA,130000,"new",NA,NA,4,7,"Yes","less than 3","Yes","Yes",30000,"not immediately","1 év","garden","No","Yes","Yes","No",NA,"2011","4",NA
"541",13," Úszódaru utca 6.",56,2,NA,210000,"like new","luxury","CC",5,9,"Yes","less than 3","Yes","Partially",19000,"not immediately","1 év","street","No","Yes","No","Yes","street","2001-2010 ","12",NA
"542",13," Kassák Lajos utca",35,1,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA
"543",14," Nagy Lajos király útja",35,1,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",9," Vendel utca 7-9",40,2,NA,140000,"like new","high",NA,3,5,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden","Yes","Yes","No","No","street","2001-2010 ","5",NA
"545",14," Ungvár utca",30,1,NA,130000,"good","high","A+",3,4,"No","less than 3","Yes",NA,NA,"immediately","1 év","panorama","No","Yes",NA,"No","street","1950-1980 ",NA,NA
"546",1," Hunyadi János út",35,1,NA,140000,"renovated","high",NA,NA,6,"Yes","3 or more","Yes","Yes",NA,"immediately","6 hónap","street","No","Yes","No","No","street","1950 elott",NA,NA
"547",4," Szigeti József utca",36,1,1,115000,"renovated","high",NA,5,10,"Yes","less than 3","No","Yes",NA,"immediately","1 év","street","No","Yes",NA,"No","street","1981-2000 ",NA,NA
"548",9," Tuzoltó utca 55.",33,1,1,138000,"like new","high",NA,0.5,3,NA,"3 or more","No","Yes",25000,"not immediately","6 hónap","garden","Yes","Yes","Yes",NA,"street",NA,"5",NA
"549",5," Dorottya utca 9.",76,3,NA,250000,"good","high",NA,4,3,"Yes","3 or more","Yes","Partially",NA,"immediately","6 hónap","yard","No","Yes","Yes","Yes","street","1950 elott",NA,NA
"550",14," Róna utca 123",120,4,NA,240000,"renovated",NA,NA,NA,NA,NA,NA,NA,"Partially",NA,"immediately","2 év",NA,"Yes",NA,"Yes",NA,"street",NA,"15",NA
"551",7," Wesselényi utca 24.",40,1,1,2e+05,"renovated",NA,NA,1,NA,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","Yes","No",NA,NA,NA,NA
"552",14," Pillangó park",37,1,1,125000,"renovated","high",NA,9,10,"Yes","less than 3","Yes","Yes",25000,"immediately","1 év","panorama",NA,"Yes","No","No","street","1950-1980 ",NA,NA
"553",13," Berettyó utca 2-8",43,2,NA,2e+05,"new","high","AA++",4,5,"Yes",NA,"Yes","Partially",12400,"immediately","1 év","panorama",NA,"Yes","No","No","can rent","2019",NA,24000
"554",17," Akácvirág utca 14.",48,1,1,140000,"renovated",NA,NA,4,4,"No",NA,"Yes",NA,30000,"immediately","1 év","garden",NA,NA,"No","No","street","1981-2000 ","2",NA
"555",13," Szekszárdi utca 15.",68,3,NA,190000,"like new","high",NA,NA,5,NA,"less than 3","No","Partially",12000,"immediately","1 év","garden","Yes","Yes",NA,"No",NA,"2001-2010 ","14",NA
"556",5," Október 6. utca",64,1,1,2e+05,"renovated",NA,NA,5,5,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","panorama","No","Yes","No","No","street",NA,"6",NA
"557",13," Népfürdo utca 15.",54,2,NA,160000,"renovated",NA,NA,7,10,"Yes",NA,"No","Yes",NA,"not immediately","1 év","panorama",NA,NA,"No","No","street",NA,"4",NA
"558",2," Szemlohegy utca",52,2,NA,219000,"like new","high",NA,2,3,"Yes","less than 3","No","Partially",34000,"immediately","1 év","garden","No","Yes","No","No","must rent","2001-2010 ","12",30000
"559",13," Tahi utca 22.",40,1,1,125000,"renovated","high",NA,0.5,5,"Yes","less than 3","No","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"560",7," Murányi utca 20.",100,3,NA,280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"15",NA
"561",7," Murányi utca 20.",99,3,NA,3e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"47",NA
"562",3," Solymár utca 10.",48,2,NA,150000,"renovated",NA,NA,6,10,"Yes",NA,"Yes","Yes",25000,"immediately","1 év",NA,NA,"Yes","Yes","No",NA,"1950-1980 ",NA,NA
"563",1," Fo utca",100,3,NA,280000,"renovated","very high",NA,5,6,"Yes","3 or more","Yes","Partially",30000,"immediately","1 év","panorama","No","Yes","No","No","street","1950 elott","5",NA
"564",6," Felso erdosor",59,1,1,155000,"good","high",NA,1,2,"No","less than 3","Yes","No",25000,"immediately","1 év","street","No","Yes","Yes","No","street","1950 elott",NA,NA
"565",13," Dráva utca 8.",37,2,NA,125000,"renovated","high",NA,2,4,"No","3 or more","Yes","Partially",NA,"immediately","nincs","yard",NA,"Yes",NA,"No","street",NA,NA,NA
"566",20," Vízisport utca 29.",59,2,1,170000,"new",NA,NA,1,NA,"Yes",NA,"Yes","Yes",NA,NA,"nincs",NA,NA,"Yes","No","No",NA,"2019","8",NA
"567",9," Lechner Ödön fasor 1.",70,2,1,365000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"14",NA
"568",9," Angyal utca",46,2,NA,145000,"new","very high","AA",2,6,"Yes","less than 3","Yes","Yes",35000,"immediately","6 hónap","street","No","Yes","No","No","street","2001-2010 ",NA,NA
"569",6," Eötvös utca 34.",80,2,NA,190000,"good","high",NA,2,3,"No","3 or more","No","By arrangement",25000,"immediately","5 hónap","street","No","Yes","Yes","No","street","1950 elott",NA,NA
"570",14," Fischer István utca 121.",50,2,NA,160000,"new",NA,NA,2,6,"Yes",NA,"Yes","Partially",NA,"immediately","1 év","garden",NA,"Yes","No","No","can rent","2021","10",20000
"571",5," Belgrád rakpart",129,4,NA,750000,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",13," Petneházy utca 37-47",75,3,NA,230000,"new","very high",NA,2,6,"Yes","less than 3",NA,"Yes",40000,"not immediately","1 év",NA,NA,"Yes","No","No","street","2019","12",NA
"573",12," Németvölgyi út 44.",77,3,NA,615000,"new","luxury","AA++",2,3,"Yes","less than 3",NA,"By arrangement",55000,"immediately","1 év","garden",NA,"Yes",NA,NA,"can rent",NA,"23",NA
"574",3," Nagyszombat utca",32,1,NA,120000,"like new","high",NA,3,4,"Yes","3 or more","Yes","Yes",10000,"immediately","6 hónap",NA,NA,"Yes","No","No","street",NA,NA,NA
"575",5," Molnár utca 53.",77,2,1,170000,"renovated","high",NA,4,5,"Yes","3 or more","No","Yes",39000,"immediately","1 év","panorama","No","Yes","No","No","street","1950 elott",NA,NA
"576",6," Király utca",50,2,NA,160000,"new","luxury","AA++",2,6,"Yes","3 or more","Yes","Yes",30000,"immediately","1 év","street","Yes","Yes",NA,"Yes","can rent","2019",NA,30000
"577",2," Keleti Károly utca 36.",75,2,NA,190000,"like new","high","DD",0.5,5,"Yes","3 or more",NA,"No",22000,"immediately","2 év","street",NA,"Yes","No","No","street","1950 elott","8",NA
"578",8," Pál utca",50,2,NA,145000,"renovated","high",NA,3,3,"No","3 or more","No","Yes",NA,"immediately","1 év","yard","No","Yes","Yes","No","street","1950 elott",NA,NA
"579",13," Petneházy utca",34,1,NA,120000,"like new","high",NA,4,6,"Yes",NA,"Yes","Yes",20000,"immediately","1 év","garden","No","Yes","No","No","street","2001-2010 ","6",NA
"580",13," Loportár utca 20",48,2,NA,150000,"new","high","CC",6,8,"Yes","less than 3","Yes","Partially",20000,"immediately","6 hónap","yard","No","Yes","No","No","included","2020","10",NA
"581",14," Pósa Lajos utca",76,3,NA,280000,"like new",NA,NA,3,3,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","panorama",NA,"Yes",NA,NA,NA,"2001-2010 ","25",NA
"582",2," Hidász utca",75,3,NA,250000,"renovated","high",NA,2,3,"No","3 or more","No","By arrangement",30000,"immediately","6 hónap","garden","No","Yes","Yes","No","street","1950 elott","10",NA
"583",13," Balzac utca",33,1,NA,120000,"renovated","high",NA,2,5,"Yes","3 or more","Yes","Yes",25000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"584",11," Pálinkás Antal utca",48,2,NA,225000,"new","luxury","AA+",3,4,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","yard","No","Yes","No","No","can rent","2021","10",25000
"585",11," Pálinkás Antal utca 2.",48,2,NA,2e+05,"new","very high",NA,2,5,"Yes","less than 3","Yes","Yes",35000,"immediately","1 év","street","No","Yes","Yes","No","street","2021","8",NA
"586",11," Pálinkás Antal utca 2.",63,3,NA,250000,"new","very high",NA,3,5,"Yes","less than 3","Yes","Yes",45000,"immediately","1 év","street","No","Yes","Yes","No","street","2021","6",NA
"587",11," Maléter Pál utca 2A",45,2,NA,169000,"like new","very high","AA",2,5,"Yes","3 or more","Yes","Yes",13600,"immediately","1 év","garden","No","Yes","No","No","must rent","2011",NA,20000
"588",1," Számadó utca 9.",27,1,NA,130000,"renovated","high",NA,NA,2,"No","less than 3","No","Partially",30000,"immediately","6 hónap","panorama","Yes","Yes","Yes","No","street","1950 elott",NA,NA
"589",13," Vág utca 2.",41,1,NA,149000,"renovated","high","AA+",2,3,"No","less than 3","Yes","Yes",15000,"immediately","1 év","yard","Yes","Yes","No","No","street","1950-1980 ","2",NA
"590",2," Csalogány utca 21.",65,3,NA,179000,"renovated",NA,NA,4,4,"Yes",NA,"Yes","No",40000,"immediately","1 év","street",NA,"Yes",NA,"No","street","1950-1980 ","1",NA
"591",13," Paszomány utca",27,1,NA,115000,"renovated","high",NA,4,4,"No","less than 3","No","Partially",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,"street",NA,NA,NA
"592",5," Petofi Sándor utca",30,1,NA,2e+05,"new","luxury",NA,1,8,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","panorama","No",NA,"No","No",NA,"2021","16",NA
"593",3," Perényi út",56,2,NA,2e+05,"like new","high",NA,1,2,"No",NA,NA,"No",20000,"immediately","6 hónap","garden","No","Yes",NA,NA,"included","2001-2010 ","10",NA
"594",11," Cenkhegy utca",101,3,2,390000,"good","very high",NA,2,2,"No","less than 3","Yes","Partially",30000,"not immediately","1 év","panorama","No","Yes","No","No","included","1981-2000 ","5",NA
"595",10," Szalonka köz",72,2,1,130000,"good","high",NA,NA,2,"No","less than 3","No","Partially",NA,"immediately","1 év","street","Yes","Yes",NA,"No","street","1950 elott",NA,NA
"596",13," Gömb utca",60,3,NA,220000,"new","high",NA,5,8,"Yes",NA,"Yes","Partially",40000,"not immediately","1 év",NA,NA,"Yes","No","No","street",NA,"9",NA
"597",13," Danubius utca",47,2,NA,180000,"new","luxury","AA++",1,9,"Yes",NA,"No","Yes",NA,"not immediately","1 év","garden",NA,"Yes","No","No","can rent","2019","12",27000
"598",11," Fehérvári út",43,1,1,140000,"like new","high",NA,3,6,"Yes","less than 3","Yes","Yes",14000,"immediately","1 év","yard",NA,NA,"No","No",NA,"2001-2010 ",NA,NA
"599",11," Sümegvár utca",96,3,NA,260000,"good","very high",NA,2,3,"No","3 or more","Yes","No",NA,"immediately","1 év","panorama","Yes","Yes","Yes","Yes","included","1950 elott","9",NA
"600",6," Káldy Gyula utca",80,3,NA,250000,"like new","high",NA,6,8,"Yes",NA,"Yes","Yes",15000,"immediately","nincs","garden",NA,"Yes","No","No","can rent","2001-2010 ","5",30000
"601",7," Rumbach Sebestyén utca",70,2,1,239000,"renovated","very high","BB",1,8,"Yes","less than 3","Yes","Yes",36000,"immediately","6 hónap","street","No","Yes","Yes","No","street","1981-2000 ","15",NA
"602",2," Törökvész út 1",46,1,1,140000,"renovated","high",NA,3,3,"No",NA,NA,"No",16000,"immediately","1 év",NA,NA,"Yes",NA,NA,"street",NA,"2",NA
"603",12," Álom utca 21.",56,1,2,185000,"like new","high",NA,1,2,"No",NA,"No","By arrangement",8500,"immediately","1 év","garden","No","Yes","No","No","included","1981-2000 ","12",NA
"604",2," Rómer Flóris utca 24.",78,3,NA,390000,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",5," Báthory utca 7.",47,1,NA,270000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",2," Kút utca",140,7,NA,550000,"like new",NA,NA,4,5,"Yes","less than 3","Yes",NA,NA,"immediately","1 év","street","No","Yes",NA,NA,"can rent","2001-2010 ","6",NA
"607",13," Lehel utca 74.",45,2,NA,120000,"like new","high",NA,1,NA,"Yes",NA,"Yes","No",NA,"immediately","1 év","street",NA,"Yes",NA,NA,NA,"2001-2010 ",NA,NA
"608",8," Bauer Sándor utca",53,2,NA,140000,"renovated","high","A+",3,6,"Yes","3 or more","Yes","Partially",NA,"not immediately","6 hónap","yard","No","Yes","Yes","No","street","1950 elott",NA,NA
"609",5," Apáczai Csere János utca",76,2,1,250000,"renovated",NA,NA,1,3,"No","3 or more",NA,"Yes",NA,"immediately","3 hónap","yard",NA,"Yes",NA,NA,NA,"1950 elott",NA,NA
"610",11," Karolina út",40,1,NA,130000,"good","high",NA,0.5,3,NA,NA,NA,"Yes",35000,"immediately","6 hónap","garden",NA,"Yes",NA,"No","street","1981-2000 ",NA,NA
"611",3," Kerék utca 26.",52,2,NA,130000,"renovated","high",NA,8,10,"Yes","less than 3","No","By arrangement",40000,"immediately","1 év","panorama","No","Yes","No","No","street","1950-1980 ",NA,NA
"612",1," Tigris utca",110,2,1,370000,"renovated","average",NA,1,2,"No","3 or more","No","Partially",NA,"immediately","1 év","panorama",NA,NA,NA,NA,"street","1950 elott","15",NA
"613",5," Szent István körút",65,2,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",8," Tömo utca 58.",50,2,NA,160000,"new","high",NA,2,8,"Yes","less than 3","Yes","Yes",20000,"not immediately","6 hónap","street",NA,"Yes","No","No","can rent","2020","5",NA
"615",9," Nádasdy utca 10",40,2,NA,150000,"new","high","AA+",2,9,"Yes","less than 3","No","Yes",25000,"immediately","6 hónap","garden","No","Yes",NA,"No","street","2015","5",NA
"616",14," Rákosszeg park",35,1,NA,110000,"renovated",NA,NA,NA,NA,NA,NA,"No","No",NA,"immediately","1 év","garden",NA,"Yes","No","No","street",NA,NA,NA
"617",5," Petofi Sándor utca 12.",31,1,NA,150000,"like new","high","AA",3,7,"Yes","less than 3","Yes","Yes",13000,"immediately","1 év",NA,"No","Yes","No","No","street","1950-1980 ","4",NA
"618",11," Lágymányosi utca 20.",101,3,1,380000,"renovated","luxury",NA,1,4,"Yes","3 or more","Yes","Partially",NA,"immediately","nincs","garden","No","Yes","No","No","street","1950 elott","5",NA
"619",6," Szinyei Merse utca 13.",50,1,1,2e+05,"renovated","high",NA,4,7,"Yes","less than 3","Yes","Yes",30000,"immediately","nincs","yard","No","Yes","No","No","included","2001-2010 ","4",NA
"620",3," Akác köz",48,2,NA,120000,"good",NA,NA,NA,10,"Yes",NA,"Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes","No","No",NA,NA,"4",NA
"621",11," Pálinkás Antal utca",34,1,NA,150000,"new","high",NA,2,4,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes","Yes","No",NA,"2021","6",NA
"622",7," Madách Imre út",40,1,NA,120000,"renovated",NA,NA,3,7,"Yes",NA,"Yes","Yes",18611,"immediately","6 hónap","street",NA,"Yes",NA,NA,NA,NA,"1",NA
"623",14," Csömöri út",42,1,NA,105000,"renovated","high",NA,1,3,"No","less than 3","No","Partially",10000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ","3",NA
"624",11," Alíz utca 6",42,1,1,199000,"new","high",NA,1,9,"Yes","less than 3","Yes","Yes",30000,"immediately","3 hónap","garden","Yes","Yes","Yes","No","street","2020","49",NA
"625",6," Király utca 30.",44,2,NA,250000,"new","luxury","AA+",3,8,"Yes","less than 3","Yes","Yes",23000,"immediately","nincs","yard","No","Yes","No","No","can rent","2001-2010 ","4",NA
"626",13," Madarász Viktor utca",56,2,NA,138000,"renovated","average",NA,1,5,NA,"less than 3",NA,"Yes",20000,"immediately","1 év","street",NA,"Yes","No","No","street","1950-1980 ",NA,NA
"627",11," Gombocz Zoltán utca",80,3,NA,551707,"new","luxury",NA,NA,3,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street","Yes","Yes","No","No","included",NA,"50",NA
"628",3," Bécsi út",110,3,1,250000,"like new",NA,NA,2,2,"No",NA,"Yes","No",NA,"immediately","nincs","panorama",NA,"Yes",NA,"No","included","2001-2010 ",NA,NA
"629",11," Irinyi József utca 47.",44,1,NA,110000,"good","high","CC",5,6,"Yes","3 or more","No","Yes",25000,"immediately","4 hónap","street","No","Yes","Yes",NA,"street","1950-1980 ","3",NA
"630",9," Vágóhíd utca",45,2,NA,180000,"new","luxury","AA+",8,10,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes","No","No","can rent","2020","9",20000
"631",6," Teréz körút 39.",25,1,NA,120000,"renovated","luxury",NA,2,4,"Yes",NA,"Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes","Yes","No","street",NA,NA,NA
"632",9," Mester utca 85.",41,1,1,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",11," Povl Bang-Jensen utca",68,3,NA,250000,"like new","luxury",NA,NA,4,"Yes","less than 3","Yes","By arrangement",NA,"not immediately","1 év",NA,"No","Yes",NA,NA,"can rent","2001-2010 ","8",20000
"634",13," Cserhalom utca",40,2,NA,165000,"new","high",NA,2,9,"Yes","less than 3",NA,"Partially",NA,"immediately","1 év",NA,"No","Yes","No","No",NA,"2021","4",NA
"635",2," Csalogány utca 43.",60,3,NA,250000,"new",NA,NA,5,6,"Yes",NA,NA,"Yes",NA,"immediately","1 év","street",NA,"Yes","No","No","can rent","2021","22",NA
"636",13," Dévai utca 12.",37,1,NA,115000,"like new","high","C",1,7,"Yes","less than 3","No","Yes",25000,"immediately","nincs","garden","Yes","Yes","No","No","street","2001-2010 ","15",NA
"637",13," Úszódaru utca 5.",42,2,NA,185000,"new",NA,NA,3,8,"Yes",NA,NA,"Yes",21000,"immediately","1 év","garden",NA,NA,"No","No","included","2019","10",NA
"638",13," Dévai utca 19.",45,2,NA,155000,"new","high",NA,6,8,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","street","No","Yes","No","No","can rent","2020","6",NA
"639",3," Pók utca 2.",51,1,2,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"640",14," Egressy út",46,2,NA,155000,"new",NA,NA,3,4,"Yes",NA,"Yes","Yes",NA,"immediately","1 év",NA,NA,NA,"No",NA,NA,NA,"6",NA
"641",6," Lázár utca",94,3,NA,490000,"renovated","luxury",NA,2,4,"Yes","3 or more","Yes","Yes",20800,"immediately","1 év","street","No","Yes","Yes","No","street","1950 elott","3",NA
"642",1," Róka utca 4.",57,3,NA,190000,"good",NA,NA,2,3,"No","less than 3",NA,"Yes",40000,"immediately","6 hónap","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"643",13," Váci út 97.",73,2,NA,180000,"renovated","high","F",2,4,"No","3 or more","Yes","Partially",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"644",19," Ady Endre út 97-99.",43,2,NA,135000,"like new","high",NA,2,3,"No","less than 3",NA,"Partially",20000,"immediately","1 év","yard","No","Yes","No","No","street","2001-2010 ","6",NA
"645",3," Hévízi út 5",33,1,1,138000,"like new","high","C",3,4,"No","3 or more","Yes","Yes",15000,"immediately","1 év","panorama",NA,"Yes","No","No","street","1950 elott",NA,NA
"646",5," Stollár Béla utca 12",30,1,NA,120000,"fair","high",NA,5,6,"Yes","3 or more",NA,"Partially",15000,NA,"1 év","street",NA,"Yes","Yes",NA,"street","1950 elott",NA,NA
"647",12," Ugocsa utca",70,2,NA,160000,"renovated","very high",NA,4,4,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","Yes","No","street","1950 elott",NA,NA
"648",14," Nagy Lajos király útja",50,2,NA,119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA
